,Overall Survival (Months)
GNRH2,-0.01896007396701565
GNRHR2,0.022314323910587852
GNRHR,-0.10334158426295005
GNS,0.01056356634262081
GOLGA1,-0.03463764155934973
GOLGA2P5,0.03865493526221034
GOLGA2,-0.006821851738584193
GOLGA3,-0.04137757343044101
GOLGA4,-0.05274289785583496
GOLGA5,-0.01208986808438588
GOLGA6A,-0.021033546235217773
GOLGA6B,-0.08489013818324215
GOLGA6C,-0.04478180834839807
GOLGA6D,-0.07474888795997296
GOLGA6L1,0.035154846246391154
GOLGA6L5P,-0.05552187215678892
GOLGA6L6,0.036323415293800045
GOLGA7B,-0.034559150968369264
GOLGA7,-0.0350870158313097
GOLGA8A,0.06326840748769456
GOLGA8B,-0.034128968944217304
GOLGA8DP,0.015647224902503053
GOLGA8EP,0.01114099989623456
GOLGA8G,0.0387462271412339
GOLGA8IP,-0.06820269340637075
GOLGB1,-0.05622670472019568
GOLIM4,-0.09452813733607746
GOLM1,-0.05327961340145801
GOLPH3L,-0.01796546029060917
GOLPH3,0.0623792201400127
GOLT1A,-0.05339739886644976
GOLT1B,-0.07255890726840407
GON4L,-0.0837437763627944
GOPC,-0.10240129426280092
GORAB,-0.0037866472522374785
GORASP1,0.04376744423302632
GORASP2,-0.015430017237158264
GOSR1,-0.06348425369809506
GOSR2,-0.047480444651036485
GOT1L1,-0.03602346946225048
GOT1,-0.037923499380414886
GOT2,0.09012969022119272
GP1BA,0.0477946555778958
GP2,0.027667485234413286
GP5,0.030346874136065717
GP6,-0.014012547423280005
GP9,0.13738949082412802
GPA33,-0.06140044140754663
GPAA1,0.06375926197722008
GPAT2,0.015460363212999819
GPATCH1,0.02046711307832309
GPATCH2,-0.07486673447215286
GPATCH3,0.19935502816073664
GPATCH4,-0.04157079393256708
GPATCH8,-0.059130947319778936
GPBAR1,-0.03850044543798828
GPBP1L1,0.036408721706413204
GPBP1,-0.019321476318496934
GPC1,-0.06311615981112055
GPC2,0.04327923879515246
GPC3,-0.016814392457039546
GPC4,-0.010176335178252406
GPC5,0.0820534993671485
GPC6,-0.06210810923369499
GPCPD1,-0.03422342969908013
GPD1L,0.07560059579477445
GPD1,0.02974303667157302
GPD2,0.030413688107132977
GPER1,-0.03273833298984596
GPHA2,0.021927601663105225
GPHB5,-0.037854477317335586
GPIHBP1,0.03971646133345989
GPI,-0.0015599829321773272
GPKOW,0.006766095736272982
GPLD1,-0.014047070079804363
GPM6A,-0.05183847066618381
GPM6B,0.05176748602911582
GPN1,-0.0378215429966575
GPN2,0.1310755439121923
GPN3,-0.03802149494657566
GPNMB,0.03497145392725188
GPR101,-0.03452339843336518
GPR107,-0.10130590700112846
GPR108,0.04064861482475687
HCAR2,0.029844133376007102
HCAR3,-0.016219153644599638
ADGRF1,-0.008851317144983835
ADGRF2,-0.014418961902438188
ADGRG4,-0.00917877892551506
ADGRF3,0.02183205057232898
ADGRG5,-0.044671579958265255
ADGRF4,-0.07714724193464895
ADGRF5,0.012892502843471812
GPR119,-0.03509011269071315
FFAR4,-0.02591734645188718
ADGRA1,0.027511922940487873
ADGRA2,-0.04494478586334652
ADGRA3,-0.01843985703170209
ADGRG6,-0.09715499384605103
ADGRG7,-0.01436752760235463
GPR12,0.02729235994393085
GPR132,0.02856621705317776
ADGRD1,0.03880114402547061
GPR135,0.043419712303367226
GPR137B,-0.044054638623778404
GPR137C,0.04463247720338919
GPR137,0.0887113045128714
GPR141,-0.03665751977691621
GPR142,0.015151537305660554
GPR143,-0.014918198902141836
ADGRD2,-0.01047249377107813
GPR146,0.022434162799423132
GPR148,0.07344836913906537
GPR149,-0.028045203051802973
GPR151,-0.014359309794847574
GPR152,-0.045395658026284376
GPR153,-0.1347003428302362
GPR155,-0.01423455100230039
GPR156,0.04097327922109948
GPR157,-0.0797300700529653
GPR158,0.0024736554408292828
GPR15,-0.0018424394666971776
GPR160,0.03409567725763303
GPR161,-0.02055448668117053
GPR171,-0.042970116263350594
SLC52A2,0.025318885819131554
SLC52A1,0.06286146103597813
GPR173,-0.03087300508642378
GPR174,-0.0517920089699188
GPR176,-0.07466092583510485
GPR179,-0.030279669610640148
GPR17,-0.029149385190586984
GPR180,-0.05577204847402846
GPR182,-0.04609836473936414
GPR183,-0.002007159169522195
GPR18,0.05526520396409009
GPR19,-0.00515718628327102
GPR1,-0.05828515533838718
GPR20,-0.05698891136905749
GPR21,0.050583827024610804
GPR22,-0.01998855437477245
GPR25,0.00863322438410752
GPR26,0.015942700939732584
GPR27,-0.04898171020023508
GPR31,0.02750248277198041
GPR32,0.0031393671270450708
GPR34,-0.004176381772849658
GPR35,-0.03782149208262543
GPR37L1,-0.028421239709957954
GPR37,-0.061530398454475055
GPR39,0.10982544286383104
GPR3,0.08946894520937015
PTGDR2,0.0498966988232261
GPR4,-0.002998575806622448
GPR50,-0.023346640175287606
GPR52,-0.04992702595708023
GPR55,0.0018552789106580827
ADGRG1,0.06406909119453735
GPR61,0.0432374723679661
GPR62,0.03594535195386899
GPR63,-0.030503287281865757
ADGRG2,-0.04644686135178125
GPR65,0.014074130476658444
GPR68,-0.06026615007354314
GPR6,0.002745366535166522
GPR75,-0.0005731529046400869
C5AR2,-0.05805012086917619
GPR78,-0.053691364109232434
HCAR1,0.0142695733824731
GPR82,-0.004330075707693424
GPR84,0.03434746904215247
GPR85,-0.06005892612267426
GPR87,-0.06493225154967223
GPR88,0.0029951025396629206
GPR89A,-0.023810809800822046
ADGRV1,0.03351697821358719
GPRASP1,-0.030379327950818682
GPRASP2,0.018238071866051763
GPRC5A,-0.08267370191222438
GPRC5B,-0.058526744793215166
GPRC5C,0.0527883786047757
GPRC5D,-0.010979892389469366
GPRC6A,0.0021540637541734692
GPRIN1,-0.05917991558869817
GPRIN2,0.0036580594750518624
GPRIN3,-0.10046472560826132
GPS1,0.05144404717589637
GPS2,0.12242013626673522
GPSM1,-0.06347665302622256
GPSM2,-0.0631866120519648
GPSM3,0.03509791626880228
GPT2,0.0779328811282469
GPT,0.023172295984801108
GPX1,0.06031850767988793
GPX2,-0.030996098687592184
GPX3,0.026882047140107456
GPX4,0.08147220015496309
GPX5,-0.06147853162922628
GPX8,-0.04734809605905521
GRAMD1A,-0.030661187294598196
GRAMD1B,-0.08568040977538843
GRAMD1C,0.03538296481843968
GRAMD2,0.06173171800426126
GRAMD3,0.03394087825259432
GRAMD4,0.024891948870837077
GRAP2,-0.03895953640221594
GRAPL,0.06039646034733896
GRAP,0.03284550705373963
GRB10,-0.07480369402321525
GRB14,0.012844972733585081
GRB2,-0.0449219881739186
GRB7,-0.0669394621481183
GREB1L,-0.04647779703053306
GREM1,-0.05336867313137942
GREM2,0.004671539976851524
GRHL1,0.07466435781091994
GRHL2,-0.009578361842288769
GRHL3,0.003535147152438599
GRHPR,0.04609597586612643
GRIA1,-0.025722478694347073
GRIA2,-0.0027624850473502082
GRIA3,-0.04877337536350332
GRIA4,-0.033045819733306475
GRID1,0.032424343819519655
GRID2IP,0.034136031243315365
GRID2,-0.0010528897299318875
GRIK1,-0.015483853598177794
GRIK2,-0.04142815139270226
GRIK3,-0.011484258846304767
GRIK4,0.011720211180291335
GRIK5,-0.00979754031903846
GRIN1,-0.025304448202703677
GRIN2A,0.025880197496764033
GRIN2B,-0.02865963295086829
GRIN2C,-0.02387622307823444
GRIN2D,0.02370459348169407
GRIN3A,-0.019628448994146234
GRIN3B,0.08662438556196353
GRINA,0.04244993020506554
POLR2M,-0.049723295192390965
GRIP1,-0.08915995059751375
GRIP2,-0.027085239172389863
GRIPAP1,0.0512328004995439
GRK1,0.06434717809023771
GRK4,0.04951478265991861
GRK5,-0.047505233598013875
GRK6,0.07094208138612555
GRK7,-0.031156250374464504
ARHGAP35,-0.0008136892951767889
GRM1,-0.024993166868004627
GRM2,0.03414433213075261
GRM3,0.03206412037376608
GRM4,-0.014685409754850217
GRM5,-0.03623539339523585
GRM6,0.03989080183634622
GRM7,0.0692544323512542
GRM8,-0.008565397357482305
GRN,0.03156641711110921
GRPEL1,0.03054177398918083
GRPEL2,0.022707471125500953
GRPR,-0.011831006463162697
GRP,-0.0308802732248754
FAM110D,0.06491927828272283
GRSF1,-0.04341522577293928
GRTP1,-0.03798720979347608
GRWD1,-0.046979915390861306
GRXCR1,-0.03738117140788065
GRXCR2,0.002973452694757688
GSC2,0.005098053988608463
GSDMA,-0.043234228869387985
GSDMB,0.007782567791886764
GSDMC,0.01176923018819979
GSDMD,0.09030434421226656
GSG1L,-0.020199076006674477
GSG1,-0.029280970572415008
GSG2,-0.0872097401556371
GSK3A,-0.08581664127048877
GSK3B,-0.07250914942980627
GSN,-3.070143583134182e-05
GSPT1,0.008257842638785621
GSPT2,-0.0028198878806193657
GSR,0.01237472470810223
GSS,0.08174721962135705
GSTA1,-0.007664899243931947
GSTA2,-0.017615422531061006
GSTA3,0.09926982707007208
GSTA4,0.09296238412336538
GSTA5,0.06545237769259699
GSTCD,-0.05891128868989099
GSTK1,0.004378516754394444
GSTM1,0.002448009484325553
GSTM2,0.0826105648467961
GSTM3,-0.002869703120067105
GSTM4,0.05851076022341478
GSTM5,0.014796482339838558
GSTO1,0.008998926139741303
GSTO2,0.0035651996855711045
GSTP1,0.08035966800265074
GSTT1,0.08130253432627216
GSTT2,0.07745469347128647
GSTTP2,-0.03571088339975255
GSTZ1,0.054264087894447366
GSX2,-0.030835537025940864
GTDC1,0.003053429467454263
GTF2A1L,-0.0012177129002765572
GTF2A1,-0.08106163140955919
GTF2A2,-0.01246059837980643
GTF2B,0.0628856246533893
GTF2E1,-0.024330898964343005
GTF2E2,0.034285737492948096
GTF2F1,-0.021171280280341542
GTF2F2,0.05457972626504353
GTF2H1,-0.020315381733090485
GTF2H2B,-0.07123883414638803
GTF2H2C,0.030002450394907083
GTF2H2,-0.00932281356404755
GTF2H3,-0.1003658891300025
GTF2H4,0.14574730419440146
GTF2H5,0.011593048255584089
GTF2IRD1,0.05229170274500412
GTF2IRD2B,0.008656908961853014
GTF2IRD2P1,0.049928664299227696
GTF2IRD2,0.07078179617653045
GTF2I,-0.06599217289896236
GTF3A,0.03601929036288802
GTF3C1,0.014332959494128274
GTF3C2,-0.011836182764692267
GTF3C3,-0.06294612989739101
GTF3C4,-0.09756683605925845
GTF3C5,-0.014825275716455977
GTF3C6,-0.006197542872300379
GTPBP10,0.017021428425274078
GTPBP1,-0.09085425260023129
GTPBP2,0.05074818090808661
GTPBP3,0.11193307474346066
GTPBP4,-0.050770165432445384
MTG2,0.05489547425694833
GTPBP8,-0.019123707869158343
GTSE1,0.005675102781570968
GTSF1L,-0.025516337986445595
GTSF1,-0.01740273472731829
GUCA1A,-0.027313371422783676
GUCA1B,-0.008301002540950841
GUCA1C,0.04829913964267466
GUCA2A,-0.05228903216672274
GUCA2B,-0.02425967029129444
GUCY1A2,-0.037376166518850375
GUCY1A3,0.027251176656314356
GUCY1B2,0.013273187118762532
GUCY1B3,0.019480381399983492
GUCY2C,-0.04953963768817365
GUCY2D,0.053196710917073474
GUCY2EP,0.08983080745135108
GUCY2F,0.10776810326249753
GUCY2GP,-0.02145567813522383
GUF1,-0.0509795083566808
GUK1,0.0489437737352392
GULP1,-0.015129038537265993
GUSBP2,-0.02414865128758954
GUSBP3,0.034449445981547804
GUSB,0.06109332385073961
GVINP1,-0.05434089313961981
GXYLT1,-0.05919612623193081
GXYLT2,-0.013761399885570324
GYG1,-0.015741098376303234
GYG2,0.08824354439065779
GYLTL1B,0.022566099418773043
GYPA,-0.008366284968109204
GYPB,-0.02161676274646422
GYPC,0.010339935794974725
GYPE,-0.011387151489203126
GYS1,-0.027722731744479295
GYS2,-0.08994557273107233
GZF1,0.05352526158042147
GZMA,-0.01876314043841803
GZMB,-0.04874878064234079
GZMH,-0.013269500796662545
GZMK,0.010541880048650776
GZMM,0.025638726543873027
H19,-0.0021467724008306568
H1F0,-0.013693081245781303
H1FNT,-0.03389787378705177
H1FOO,-0.04893824524966418
H1FX,0.06156639668551999
H2AFB1,0.05903730236251816
H2AFJ,0.0718775465233056
H2AFV,0.020461674771768832
H2AFX,-0.02256216011006168
H2AFY2,-0.040079895358877494
H2AFY,0.04213133229677746
H2AFZ,0.000337544420250004
H2BFM,0.012002651430640974
H2BFWT,0.011113557440672828
H3F3A,0.06808951655294346
H3F3B,-0.013531860852340708
H3F3C,-0.012531498060444162
H6PD,-0.08247651180515307
HAAO,0.042205819046941116
HABP2,-0.005721739156835393
HABP4,0.054286151368135145
HACE1,-0.0014257217465059586
HACL1,-0.04004412424947387
HADHA,0.027578672741175394
HADHB,0.045017923446263236
HAGH,0.1654445688568506
HAL,-0.10348680629226899
HAMP,-0.0013306107005003523
HAND1,0.018619823932934033
HAND2,-0.039558955258993306
HAO2,0.0626370541327677
HAP1,-0.014568872070691064
HAPLN1,-0.03470798485874863
HAPLN2,-0.0384468069992494
HAPLN3,-0.06491996092365317
HAPLN4,-0.030620094464214515
HAR1A,-0.015287559037728913
HAR1B,-0.04083585320782917
HARBI1,0.04772150928705479
HARS2,0.01130603800666925
HARS,0.0771374048655204
HAS1,0.01141725683284876
HAS2,-0.05932338032710813
HAS3,-0.06128760061940601
HAT1,-0.008408317185895988
HAUS1,0.026844826091645596
HAUS2,-0.04230680662693499
HAUS3,-0.035446647241661945
HAUS4,0.07214653876845559
HAUS5,0.051670630988319644
HAUS6,-0.03127056588695592
HAUS7,0.03798577464197967
HAUS8,0.09045192072099316
HAVCR1,-0.11597475032759055
HAVCR2,-0.0027893541068452327
HAX1,0.04424101750639151
HBA1,-0.042759732734343664
HBA2,-0.018752890178768435
HBBP1,-0.018179584849650553
HBB,-0.024662558449731024
HBE1,-0.022579064939579202
HBEGF,-0.03047866428448744
HBG1,-0.0034001584020725037
HBG2,-0.022899556802068483
HBP1,0.011195859926802505
HBQ1,-0.05315436485321458
HBS1L,-0.01990767802828429
LAMTOR5,0.03192233883057943
HBZ,-0.0036212984253140624
HCCS,0.005362702326061021
HCFC1R1,0.11735544647710022
HCFC1,-0.07568508879476286
HCFC2,-0.05051466506235391
HCG11,-0.015840770515084805
HCG18,0.008917048209850464
HCG22,0.02843240661774717
HCG27,0.04279989873039477
HCG9,0.05570307407139345
HCK,-0.026093219765590973
HCLS1,0.023160128837094125
HCN1,-0.039015285077290296
HCN2,-0.08329461675497978
HCN3,0.05394273598830509
HCN4,0.006815085932151755
HCP5,-0.020279389486228837
HCRTR1,0.05110900806443329
HCRTR2,0.001609842585492323
HCRT,0.0365562622254946
HCST,0.050542804766938634
HDAC10,0.04924098063150157
HDAC11,0.10277247251554705
HDAC1,0.046666551375334805
HDAC2,-0.06240221968813425
HDAC3,0.047933826874674436
HDAC4,-0.035347468924379066
HDAC5,0.03555980772098594
HDAC6,0.02645575112008147
HDAC7,-0.07018948533663373
HDAC8,0.16890776217214404
HDAC9,0.020417321536418773
HDC,-0.02496592132725392
HDDC2,0.00048787248657177726
HDDC3,0.021377253352851015
HDGFL1,-0.02569293637119839
HDGFRP2,0.03211324526690538
HDGFRP3,-0.08362751285269153
HDGF,-0.02617507201395047
HDHD1,0.03156821352515642
HDHD2,0.04915752540556941
HDHD3,0.04290409759881062
HDLBP,-0.0028720902576888896
HDX,-0.0691573846253025
HEATR1,-0.10639112929931839
DNAAF5,-0.015212152176400005
HEATR3,0.002226927526545845
HEATR4,-0.03782893044867238
HEATR5A,0.06128526442742672
HEATR5B,0.04221040297502015
HEATR6,-0.058832972703077
MROH1,0.03599255270783323
MROH2B,-0.024732253759866867
HEBP1,0.03913370712532261
HEBP2,0.021240485374779263
HECA,-0.03036443633675952
HECTD1,-0.007708564678056694
HECTD2,-0.04313658148020391
HECTD3,0.12272136671239699
HECW1,0.014348130221562082
HECW2,-0.04232318801304976
HEG1,-0.05019375825706645
HELB,-0.12115367350869197
HELLS,-0.00958613851970452
HELQ,0.06501925821897633
HELT,-0.030489440327880757
HELZ,-0.0967885968533261
HEMGN,0.04405779304491032
HEMK1,0.06328341724071826
HEPACAM2,-0.03363937052140934
HEPACAM,-0.0117743403437292
HEPHL1,-0.02131619601550722
HEPH,-0.04690919910474439
HEPN1,0.05328887084245192
HERC1,-0.050034642184256316
HERC2P2,0.006197033159033424
HERC2,-0.00952229959975047
HERC3,-0.021519352819117318
HERC4,-0.11569777619803977
HERC5,0.05174465617282698
HERC6,-0.052517852788076295
HERPUD1,0.06395234594325902
HERPUD2,-0.05746820370339477
HES1,-0.003967679485180784
HES2,-0.01277336249421053
HES3,0.020607663450818124
HES4,-0.042260086595565405
HES6,0.014345038343598756
HES7,-0.009061618399983906
ESRG,-0.05157617920132819
HESX1,0.10634041031685164
HEXA,0.11026287828553871
HEXB,0.03655281444829217
HEXDC,-0.011826658426868962
HEXIM1,-0.013036065590007256
HEXIM2,0.1083129034606182
HEY1,-0.018731086629870754
HEY2,0.025963821428750502
HEYL,0.018312327827164746
HFE,-0.024466806630995
HFM1,-0.0254032506137337
HGD,-0.0534360524281981
HGFAC,-0.042959198660568826
HGF,-0.047378949806920034
HGSNAT,-0.08346742895429288
HGS,-0.039897718621944044
HHATL,-0.019393792296488046
HHAT,0.01497976746379771
HHEX,-0.049610256147243535
HHIPL1,-0.047021286286812514
HHIPL2,-0.04242589523143148
HHIP,0.043783044615430734
HHLA1,0.0281311968808281
HHLA2,-0.027825278119460107
HHLA3,0.11683680058641475
HIAT1,-0.06404477628323615
HIATL1,-0.04851498612096696
HIATL2,0.014549164445768682
HIBADH,-0.009679103470868203
HIBCH,0.08061098936257467
HIC1,-0.03859942214862096
HIC2,-0.0032522815870090756
HIF1AN,-0.08832496482832823
HIF1A,-0.08242228087049926
HIGD1A,0.016660006479917146
HIGD1B,0.07957115926062858
HIGD1C,0.025701959274942798
HIGD2A,0.05531618075572933
HIGD2B,0.022566384084786045
HILS1,-0.004319334683870751
HINFP,-0.0038912012874441054
HINT1,0.022565370564327544
HINT2,0.18285055251663254
HINT3,-0.010760332619259528
HIP1R,-0.04686421131957069
HIP1,-0.025736752261693783
HIPK1,-0.04132665647812678
HIPK3,-0.06644553972962514
HIPK4,0.001101437017234282
HIRA,-0.020119017586947417
HIRIP3,0.13438182103248342
HIST1H1A,0.07707640856913565
HIST1H1B,0.034317874930671184
HIST1H1C,0.09730742820346336
HIST1H1D,-0.011203350347121077
HIST1H1E,-0.00044282894433406
HIST1H1T,0.01060362676459186
HIST1H2AA,-0.029991192616705284
HIST1H2AB,0.07142922753351524
HIST1H2AC,-0.033235910610842495
HIST1H2AD,0.007981736769751495
HIST1H2AE,0.047014149203886094
HIST1H2AG,-0.011914198847881897
HIST1H2AH,0.05538811098560962
HIST1H2AJ,0.023005678465289805
HIST1H2AK,-0.014776824065807678
HIST1H2AL,0.0412327505514813
HIST1H2AM,0.010776190300573741
HIST1H2BA,0.002414259460258507
HIST1H2BB,0.025175609781428215
HIST1H2BC,-0.005707454255389353
HIST1H2BD,0.0030680001161617313
HIST1H2BE,0.05209969241371223
HIST1H2BF,-0.018572756495181496
HIST1H2BG,0.025141414028338412
HIST1H2BH,0.10840168557934514
HIST1H2BI,0.10153584802516784
HIST1H2BJ,0.0027901846994114604
HIST1H2BK,0.006972896468793779
HIST1H2BL,0.015733667845677726
HIST1H2BM,-0.05000285458521729
HIST1H2BN,0.014535403405352091
HIST1H2BO,0.024957854291141265
HIST1H3A,0.07716069920945576
HIST1H3B,0.023847363855252213
HIST1H3C,-0.0011122663756812472
HIST1H3D,0.03768412762882484
HIST1H3E,0.03976925634409869
HIST1H3F,0.08489156891718448
HIST1H3G,0.06882408249961815
HIST1H3H,-0.028331727838645467
HIST1H3I,0.04804316851084078
HIST1H3J,0.04429487061174194
HIST1H4A,0.03492976256883462
HIST1H4B,0.05517440967689282
HIST1H4C,0.05094129627241789
HIST1H4D,0.0826798116944348
HIST1H4E,0.07827088762369074
HIST1H4F,-0.01963226501533231
HIST1H4G,0.06494894011550095
HIST1H4H,0.07897993857357824
HIST1H4I,-0.004261907402234086
HIST1H4J,0.07927610150528072
HIST1H4K,0.0631269202834594
HIST1H4L,0.07479222054794897
HIST2H2AA3,0.026727247556768405
HIST2H2AB,0.048772348765091234
HIST2H2AC,0.0986147465448033
HIST2H2BA,-0.08236880007633061
HIST2H2BE,-0.059655246078208324
HIST2H2BF,-0.07787866778129648
HIST2H3C,0.02239251560867829
HIST2H3D,0.013388570998328679
HIST2H4A,-0.002459649808384237
HIST3H2A,-0.011870870094727983
HIST3H2BB,0.010479145536627764
HIST3H3,-0.019539854393900435
HIST4H4,-0.039617841694985174
HIVEP1,-0.05942707806750438
HIVEP2,-0.08503165094129776
HIVEP3,-0.012100482336934542
HJURP,-0.032757569722677564
HK1,-0.00826572318716682
HK2,-0.04776903188649131
HK3,0.04095500276416191
HKR1,0.054698472809799774
HLCS,-0.030854463096396525
HLF,-0.024567969120566267
HLTF,-0.030133086295570738
HLX,-0.02710302662577787
HM13,0.012805546499916219
HMBOX1,-0.06195450188266392
HMBS,0.040810107216952704
HMCN1,-0.05184781345819224
HMG20A,-0.07651254985917431
HMG20B,0.031171157988986717
HMGA1,-0.049623854940851905
HMGA2,-0.06732954692692351
HMGB1,-0.0003262983665155035
HMGB2,0.04719981006488738
HMGB3,-0.00016965502982486036
HMGB4,-0.0005892522036063153
HMGCLL1,0.023529478325291786
HMGCL,0.12184463148481903
HMGCR,-0.056605266854243705
HMGCS1,-0.005943302989427079
HMGCS2,-0.034293125265620915
HMGN1,0.05409115327472536
HMGN2,0.05592263515186465
HMGN3,0.0648229294842864
HMGN4,-0.018501431276733017
HMGN5,0.13344988802103305
HMGXB3,0.017879108993491256
HMGXB4,-0.06828145670027387
HMHA1,-0.03353099866119214
HMHB1,0.013350736273472674
HMMR,-0.08178950360088871
HMOX1,0.09494488985976167
HMOX2,0.033960569982087206
HMSD,0.023536560503463862
HMX1,-0.02526029628201765
HMX2,-0.05192135218629884
HMX3,-0.04649945870730402
HN1,-0.050295497122757396
HNF1A,-0.05804524636956873
HNF1B,-0.037309754170873385
HNF4A,-0.11113199132583416
HNF4G,-0.05333727596666409
HNMT,0.07634340548231132
HNRNPA0,0.013084048108402475
HNRNPA1L2,-0.017340950592844077
HNRNPA1,0.006060243876177613
HNRNPA2B1,-0.023842647129141494
HNRNPA3,0.000994744643639153
HNRNPAB,0.013941270054836785
HNRNPCL1,1.4171346263808085e-05
HNRNPC,-0.023558062644673878
HNRNPD,0.0177069612666541
HNRNPF,-0.08392154978883218
HNRNPH1,-0.06888360205922947
HNRNPH2,-0.008160366426331306
HNRNPH3,-0.062539187770107
HNRNPK,-0.05716197022645859
HNRNPL,-0.009962118420091697
HNRNPM,-0.07740382889992603
HNRNPR,-0.0887865732017564
HNRNPUL1,-0.03430776401079358
HNRNPUL2,-0.04888791039549663
HNRNPU,-0.05324910615888796
HNRNPDL,-0.07198197883603644
HNRNPLL,0.010451305236120798
HOMER1,-0.004941883893137748
HOMER2,0.05519500799337541
HOMER3,0.03709942887457054
HOMEZ,0.04024049094667779
HOOK1,-0.005828741452144487
HOOK2,0.057186587087454444
HOOK3,-0.08188092091354733
HOPX,0.04710386679543522
HORMAD1,-0.07460469182189548
HORMAD2,0.09881493019698305
HOTAIR,-0.01511392834314054
HOXA10,-0.02009095600540657
HOXA11,0.03169960778394409
HOXA13,-0.07269199263293834
HOXA1,-0.06015214406271967
HOXA2,-0.02968756870769467
HOXA3,-0.030851223409843764
HOXA4,-0.013122306484938173
HOXA5,-0.02118506319851948
HOXA6,-0.0544442923249056
HOXA7,-0.05823588702598497
HOXA9,-0.010088431642913547
HOXB13,0.01829057470058352
HOXB1,-0.030760915929130217
HOXB2,0.0723491615035145
HOXB3,-0.015093589759902389
HOXB4,0.053531221298341564
HOXB5,0.038201055800840204
HOXB6,0.018227733121832967
HOXB7,-0.013659427496334394
HOXB8,-0.01141199882795415
HOXB9,-0.048325666556638204
HOXC10,0.01556940620306901
HOXC11,-0.013266819625103664
HOXC12,-0.04906459104326553
HOXC13,0.019946431781035424
HOXC4,-0.07362646704024324
HOXC5,-0.06475034638767634
HOXC6,-0.04309331558651086
HOXC8,-0.015624790621076134
HOXC9,-0.020831987033922944
HOXD10,-0.047518646038605755
HOXD11,-0.05472148108488576
HOXD12,-0.041673283933678355
HOXD13,-0.06084595363219166
HOXD1,-0.025049306252469015
HOXD3,-0.1088035230494713
HOXD4,-0.09378533795589869
HOXD8,-0.0766326522644126
HOXD9,-0.056418778822634894
HP1BP3,-0.07749319933600748
HPCAL1,-0.02124086947692065
HPCAL4,-0.009629036930422013
HPCA,0.09147095798916928
HPDL,-0.016100696379869207
HPD,-0.021341962636928124
HPGDS,0.020027233674214065
HPGD,0.0653520959678115
HPN,0.0036131474828901716
HPRT1,-0.0067280408215709
HPR,0.05097389866343864
HPS1,0.10965428888902964
HPS4,-0.043724120254310286
HPS6,0.03632093022325829
HPSE2,0.025106948950965692
HPSE,-0.04581631385573551
HPX,-0.07845521350497325
HPYR1,-0.013972940919534776
HP,0.005230188858284071
HRASLS2,0.0014595080229643747
HRASLS5,-0.05033724315870301
HRASLS,-0.027921270852748828
HRAS,0.10237409461539947
HRCT1,0.0009598477108277559
HRC,0.015512414549629903
HRG,-0.0435614797034195
HRH1,-0.10900519528547514
HRH2,-0.012590529317522655
HRH3,0.17782244988638604
HRH4,0.0007658547546648319
HRK,0.12348563593014653
RBFOX3,-0.010936527596649035
HRNR,0.07388993646714588
HRSP12,0.027586984953800523
HR,-0.020159298187689013
HS1BP3,0.11069533647607875
HS2ST1,0.03712750964400765
HS3ST1,0.010814271088985018
HS3ST2,0.012349913395691768
HS3ST3A1,-0.04501648285188174
HS3ST3B1,-0.07722626003827317
HS3ST4,-0.04431259440910287
HS3ST5,-0.05797594729614985
HS3ST6,0.04959285129311937
HS6ST1,0.0031926567400515668
HS6ST2,-0.020555308059173768
HS6ST3,-0.06696431936216718
HSBP1L1,0.0699067358457423
HSBP1,0.09655736708994105
HSCB,0.05846943080841408
HSD11B1L,0.13800455419919805
HSD11B1,-0.0026463309068452756
HSD11B2,0.004098444818293523
HSD17B10,0.130515374418328
HSD17B11,0.04337693013344717
HSD17B12,0.05493926652881559
HSD17B13,0.05665235284161167
HSD17B14,0.10929618333945222
HSD17B1,0.030430520668430158
HSD17B2,-0.058771065373402646
HSD17B3,0.011667967573580138
HSD17B4,0.09922366155182978
HSD17B6,0.00423522992503323
HSD17B7,0.04625209279612299
HSD17B8,0.06985804931657773
HSD3B1,-0.007543160621414444
HSD3B2,0.029249063915078127
HSD3B7,-0.034130219039964826
HSDL1,0.15642084796274633
HSDL2,0.036963578300556944
HSF1,0.04464080506762357
HSF2BP,-0.08281072032181869
HSF2,0.041845582164567074
HSF4,0.19789922401419466
HSF5,-0.01767814423631488
HSFY1P1,-0.03716794453300419
HSH2D,0.05854823481869991
HSP90AA1,-0.08824448705918858
HSP90AB1,-0.03553954768622151
HSP90AB2P,-0.08518082201485204
HSP90B1,-0.03387879079745101
HSPA12A,-0.020609865811610725
HSPA12B,0.027453542297136743
HSPA13,-0.004274014211172207
HSPA14,-0.005647093868132244
HSPA1A,-0.07156433486264714
HSPA1B,-0.06548282002970704
HSPA1L,-0.036400640902830184
HSPA2,-0.02874153587301383
HSPA4L,0.012935001369289106
HSPA4,-0.04354927390811511
HSPA5,-0.03114754409260991
HSPA6,-0.06086893346340561
HSPA8,-0.08691474839560764
HSPA9,0.012509103947243253
HSPB11,0.06454723477006334
HSPB1,0.09111538513506752
HSPB2,0.00979466749103249
HSPB3,-0.02094226078933757
HSPB6,0.03711779373070197
HSPB7,0.06862278460168031
HSPB8,0.00829310653001482
HSPB9,0.05100439098363957
HSPBP1,0.04195032995615694
LINC00652,0.05590235842428545
LINC00339,0.15283651236454696
LGALSL,-0.01499248851432082
HSPD1,-0.042304743224535674
