,Overall Survival (Months)
CST5,0.06138870767252691
CST6,-0.041860186749597315
CST7,0.04223117414771572
CST8,0.022940137237934092
CST9L,-0.020304263752425906
CST9,-0.01923189572641732
CSTA,0.06930389605809542
CSTB,0.04465711395590688
CSTF1,0.040815800680692876
CSTF2T,-0.0427506980317066
CSTF2,-0.0036374623321546997
CSTF3,-0.00981819301345867
CSTL1,0.03368791295107936
CST13P,-0.03529254379720233
CS,-0.055713988459662786
CT45A1,0.08140662788934422
CT45A2,0.16815826182991434
CT45A5,0.10803806921459388
CT45A6,0.028396774623714507
CT47A10,0.02073266597413281
CT47A11,-0.036653796136660664
CT47A1,0.04262371871486024
CT47A2,-0.000967423182942094
CT47A6,0.0497228641706489
CT47B1,0.002870152376615109
CT62,-0.034792712778708636
CTAG1B,0.08748337279680723
CTAG2,0.012349879305387454
CTAGE1,-0.056827884028291135
CTAGE4,0.012189439283803834
CTAGE6,-0.04390268639996622
CTAGE9,0.020144228118625172
CTBP1,0.08210132163518832
CTBP2,-0.024312772938775047
CTBS,0.07201880776974265
CTCFL,-0.01162898651649375
CTCF,-0.03506962168637881
CTDP1,0.0645266382793157
CTDSP1,0.07427975043374074
CTDSP2,-0.038388895398636894
CTDSPL2,-0.0633313000757348
CTDSPL,-0.013101793051345264
CTF1,0.11972833349796681
CTGF,0.005790763597200782
CTHRC1,-0.057532374278859516
CTH,0.01930837129376738
CTLA4,-0.03327213322018161
CTNNA1,0.0006622625257925013
CTNNA2,-0.02089070986656147
CTNNA3,0.01668117093173599
CTNNAL1,0.031147622408632298
CTNNB1,-0.02799843596571269
CTNNBIP1,0.057233792786360434
CTNNBL1,0.031479715338522264
CTNND1,-0.1022406543197383
CTNND2,-0.03875993733913718
CTNS,0.05784401443675987
CTPS2,-0.02058359779886601
CTPS1,-0.03783404519017433
CTR9,-0.02195795844034225
CTRB1,-0.024405129902532324
CTRB2,-0.02665901259235223
CTRC,-0.04498544977528993
CTRL,0.12035742991505552
CTSA,0.11862823077263414
CTSB,-0.010855007264983426
CTSC,0.016602327358585953
CTSD,0.06342072311065464
CTSE,-0.05198787580310993
CTSF,0.05241333034984592
CTSG,0.011111879597793731
CTSH,0.035937076282744194
CTSK,-0.014797787944709538
CTSL,-0.03269682957429658
CTSV,-0.006283113412699028
CTSL3P,-0.03571901458247599
CTSO,0.0069780036531794315
CTSS,0.0051133744987869306
CTSW,0.040072518838186875
CTSZ,0.08266177687399098
CTTNBP2NL,-0.07379582168051553
CTTNBP2,0.01603261401283054
CTTN,-0.005070412599337247
CTU1,-0.04154200708439784
CTU2,0.119632240602817
CTXN2,0.016288891752157336
CTXN3,0.03305219122788299
CUBN,-0.02059082363977795
CUEDC1,0.0013324931614398278
CUEDC2,0.08663182672325105
CUL1,-0.061131663903397394
CUL2,-0.03621722632671907
CUL3,0.02122684869167059
CUL4A,-0.0294531715084733
CUL4B,-0.07677603862352135
CUL5,-0.016553574079690866
CUL7,-0.004765530934782726
CUL9,0.04692952149421993
CUTA,0.09108139420503557
CUTC,-0.0286495324925395
CUX1,0.003414251405325768
CUX2,-0.041338894882689076
CUZD1,-0.020228143160810397
CWC15,0.10496143199698357
CWC22,0.04634130520168159
CWC25,-0.009473879001047956
CWC27,-0.0052404414572822956
CWF19L1,0.041612705210233136
CWF19L2,-0.03641030937261328
CWH43,0.012537911925319273
CX3CL1,0.03676393122616205
CX3CR1,0.048299039680385944
CXADRP3,-0.04010749607312486
CXADR,-0.06761924798412541
CXCL10,-0.03914260043820395
CXCL11,-0.036632477194178996
CXCL12,-0.01843922882212522
CXCL13,0.039956113076743495
CXCL14,0.0003912939811897717
CXCL16,-0.018787808552929115
CXCL17,0.11171010732893386
CXCL1,0.0009946528732549063
CXCL2,-0.026927497887939463
CXCL3,-0.06409021542414879
CXCL5,-0.08722439775792923
CXCL6,0.01470337300055252
CXCL9,-0.038302989484355364
CXCR1,-0.012747697074956536
CXCR2P1,-0.04851397762713141
CXCR2,-0.022381681837326858
CXCR4,-0.0026673056066654046
CXCR5,0.05592379180562425
CXCR6,-0.028309416725790126
ACKR3,-0.06598416176566933
CXXC1,0.018996782676394992
CXXC4,0.05919003885456047
CXXC5,0.03600862296878271
TMEM257,-0.04487058558789565
CXORF21,0.013882594593547959
CXORF23,-0.06037925341842416
PBDC1,0.11160558131277125
HYPM,-0.038492588444094644
CXORF36,0.014639087429882007
CXORF38,-0.04443654874665157
CXORF40A,0.07633017027690722
CXORF40B,-0.00019354388351903467
PIH1D3,0.08489932938533663
NKAPP1,0.0247303536015448
CT55,0.016394772854243064
CXORF49B,0.10939451780580249
CXORF51A,0.004710090970906551
CXORF56,-0.05800943620989531
CXORF57,-0.033787209323468834
CXORF58,0.0076116740821036855
CFAP47,0.01817923561662185
CT83,-0.0617179112139025
PRR32,0.04927559442351734
CXORF65,0.03876043315665782
CXORF66,-0.05193069266530313
CYB561D1,-0.07820085920548048
CYB561D2,0.036628901095660464
CYB561,0.11499232501076867
CYB5A,0.029316437324483927
CYB5B,0.0610393266096107
CYB5D1,0.06958104491140138
CYB5D2,0.06414410622079794
CYB5R1,0.09329306474384512
CYB5R2,0.07965234887172093
CYB5R3,0.05535389904648114
CYB5R4,-0.016308135943423525
CYB5RL,0.035573576745953274
CYB561A3,-0.03419187001671957
CYBA,0.04255356129835251
CYBB,0.0014405388957505895
CYBRD1,0.044220321408786935
CYC1,0.02584147978702077
CYCS,-0.011671447347271728
CYFIP1,-0.09777046100119889
CYFIP2,0.10890167234634034
CYGB,0.005577229293888943
CYHR1,0.06588939170801203
CYLC1,0.0032854709386480013
CYLC2,0.048431747511636584
CYLD,0.02729509888542458
CYP11A1,0.03258257788920727
CYP11B1,0.02962185955230632
CYP17A1,0.03416819682123032
CYP19A1,0.009349918682243486
CYP1A1,-0.011251805786541929
CYP1A2,0.007975909921505155
CYP1B1,0.011248372500809537
CYP20A1,0.07499057080231838
CYP21A2,0.029451993228019713
CYP24A1,-0.05987385706290991
CYP26A1,0.010050353564327071
CYP26B1,0.006941612645801225
CYP26C1,0.0041663409055001654
CYP27A1,0.032591674653784576
CYP27B1,0.013711471168418733
CYP27C1,-0.048493059469745095
CYP2A13,0.03956482780524936
CYP2A6,-0.012109938295338605
CYP2A7,0.0028614420298286123
CYP2B6,-0.02800726145340497
CYP2B7P,0.01175811519720573
CYP2C18,-0.0887946703039228
CYP2C8,0.0011727774044772456
CYP2C9,-0.07794545784372121
CYP2D6,0.01433298014780397
CYP2D7,0.04922465027791608
CYP2E1,-0.019232820530161128
CYP2F1,0.09469294799676736
CYP2J2,-0.02340240114174403
CYP2R1,0.05485730352542602
CYP2S1,-0.020128661552016168
CYP2U1,0.08564032429175134
CYP2W1,-0.04633343524315376
CYP39A1,0.05895255513463633
CYP3A43,-0.00683819794290371
CYP3A4,-0.038294319219307864
CYP3A5,-0.0705870848845028
CYP3A7,-0.03891769600501262
CYP46A1,0.08608359125355004
CYP4A11,-0.002958945446389753
CYP4A22,0.09252206695486882
CYP4B1,0.1466208110447102
CYP4F11,-0.029751858761966968
CYP4F12,0.025150388084990656
CYP4F22,-0.018181326104669406
CYP4F2,-0.006029767846204812
CYP4F3,-0.025228905030301594
CYP4F8,-0.015514114671230443
CYP4V2,0.05789864049024471
CYP4X1,0.12895444094112452
CYP4Z1,0.12503316960914682
CYP4Z2P,0.026473578114551578
CYP51A1,-0.014743639950676993
CYP7A1,0.0006770218364653282
CYP7B1,-0.051735246062140666
CYP8B1,0.0909288463758112
CYR61,-0.020173326818831123
CYS1,-0.06530220992598977
CYSLTR1,-0.012248478815946347
CYSLTR2,-0.02841008670115906
CYTH1,-0.06235857232767523
CYTH2,-0.057315469722176285
CYTH3,-0.020958955199865282
CYTH4,0.002240062309093064
CYTIP,0.003961006148384919
CYTL1,-0.004563471941478877
SPECC1L,-0.03540320388022086
SPECC1,-0.12781590985819993
D2HGDH,-0.0006638056251102042
NSG1,-0.012598008786844727
DAAM1,-0.09073533563494138
DAAM2,0.09629490087969095
DAB1,-0.05136998878506881
DAB2IP,-0.023791862633668958
DAB2,-0.019259228771382447
DACH1,-0.017668265971204595
DACH2,-0.04927874250488099
DACT1,-0.04218737312313634
DACT2,0.03631607377516037
DACT3,-0.013722215585967796
DAD1,-0.004143150655768011
DAG1,0.0026104286838736406
DAGLA,0.017276311265660323
DAGLB,0.005601548271829024
TKFC,0.04838338465909962
DALRD3,0.08713029168682687
DAND5,0.11343557246753098
DAO,-0.024584087601621462
DAP3,-0.022405566726912674
DAPK1,-0.045937590223145565
DAPK2,0.08472529949336437
DAPK3,-0.02649841911820985
DAPP1,-0.001980552046790585
DAP,0.04922229279362508
ACKR1,0.07114885914036098
DARS2,-0.05597039503189941
DARS,-0.02645667741893448
DAXX,-0.015357805160940402
DAZAP1,0.008337047630680012
DAZAP2,-0.06450747126676064
DAZL,0.038208307558878725
DBF4B,0.04796062255687286
DBF4,-0.010618218335175298
DBH,-0.01964930289121558
DBI,0.1197462240184975
DBN1,-0.008213829826310215
DBNDD1,0.05440531139215265
DBNDD2,-0.00202871610790087
DBP,0.07018233118643044
DBR1,-0.024180274132148814
DBT,0.02654719859605342
DBX1,0.0562098227183345
DBX2,-0.04021935222955952
DCAF10,-0.011134548029565759
DCAF11,0.08294327759946794
DCAF12L1,0.01852104212738971
DCAF12L2,-0.05032219997016999
DCAF12,-0.024102097283218746
DCAF13,-0.03756588989829679
DCAF15,0.06976675243373115
DCAF16,0.019885102498406235
DCAF17,-0.06850508100011406
DCAF4L1,-0.031740125019930565
DCAF4L2,0.021044423069868853
DCAF4,-0.009126912029015328
DCAF5,0.03318472705598424
DCAF6,-0.016459451573863706
DCAF7,-0.09246350127415294
DCAF8L1,0.014967613423950026
DCAF8L2,-0.00554925667056333
DCAF8,0.02624945229560247
DCAKD,0.08508021183881276
DCBLD1,0.025494981009697628
DCBLD2,-0.09881335850479188
DCC,0.016283022645163188
DCDC1,0.11505258929327208
DCDC2B,0.057794997808949124
DCDC2,-0.03879034066671748
DCHS1,-0.04806134248439029
DCHS2,0.03667375257555648
ECI1,0.08293691127512881
DCK,-0.013174399660312107
DCLK1,-0.03486105473081511
DCLK2,0.008628404949864754
DCLK3,-0.0317133456618576
DCLRE1A,0.02325164316947831
DCLRE1B,-0.06273214930277604
DCLRE1C,0.05334037721402094
DCN,0.016283118432664334
DCP1A,-0.03275852744707958
DCP1B,0.05332323081432566
DCP2,-0.06412665292314605
DCPS,0.01663936854029552
DCST1,0.004224373273382336
DCST2,-0.002747731072986801
DCTD,0.01628778816524962
DCTN1,0.11181785893170268
DCTN2,0.14534095337038994
DCTN3,0.05785981887610079
DCTN4,0.02415032034255797
DCTN5,-0.03402355260243967
DCTN6,-0.013617360687360277
DCTPP1,-0.007456120522365879
DCT,0.11356548431664223
DCUN1D1,-0.08705648302973057
DCUN1D2,-0.018318366465415525
DCUN1D3,-0.049595435997744484
DCUN1D4,0.031446562818902686
DCUN1D5,-0.03561549976049489
DCXR,0.10726922151993216
DCX,-0.0522499182273479
DDA1,0.055369075628457866
DDAH1,0.05177215107211114
DDAH2,0.06445338527014605
DDB1,0.0012866535349743532
DDB2,0.04796252662472925
DDC,0.020936863851315272
DDHD1,-0.04077207653952015
DDHD2,-0.048877121485112834
DDI1,-0.03892264719194004
DDI2,-0.05598527578188052
DDIT3,0.16553760013183194
DDIT4L,0.04338040200389141
DDIT4,-0.08227077659219226
DDN,-0.02121507755761078
DDOST,0.0617589721666683
DDO,0.032411079429989414
DDR1,-0.007052636620250876
DDR2,-0.05710023877700988
DDRGK1,0.043311978399886
DDTL,0.04592699971438811
DDT,0.07488564925509637
DDX10,-0.036949329542066485
DDX11,0.023062563876013926
DDX17,-0.07993825724300205
DDX18,0.019647390489866835
DDX19A,0.13720409660772576
DDX19B,0.11797673126074242
DDX1,0.07001947640938469
DDX20,0.014247188137584766
DDX21,-0.09652998515082853
DDX23,-0.08334709438496851
DDX24,0.04063482429968851
DDX25,-0.005124769890427275
DDX26B,-0.0029732350071754433
DDX27,0.018632866564638476
DDX28,0.18542312776777173
DDX31,-0.05118263182658216
DDX39A,0.06404075249334507
DDX3X,-0.09560138268241707
DDX41,0.06320627543537709
DDX42,-0.05365341293674371
DDX43,-0.02831045356455755
DDX46,-0.05676334749233366
DDX47,-0.03592265340286011
DDX49,0.11467952121447511
DDX4,-0.031062529294293796
DDX50,-0.022210957154947097
DDX51,0.07174512134964726
DDX52,-0.08580857300978119
DDX54,-0.050996224942399186
DDX55,-0.01600063616711351
DDX56,-0.018114159227131207
DDX58,-0.078060181026262
DDX59,-0.05901419598016626
DDX5,-0.0518516995421172
DDX60L,-0.041026927248262804
DDX60,-0.05370389086253055
DDX6,-0.026079306304460217
DEAF1,0.09497819791275028
DECF1,-0.029327122495800936
DECR1,-0.023201035691447314
DECR2,0.06667906392932434
DEDD2,-0.08128530861711578
DEDD,-0.018061451639300154
DEF6,0.03807906416605149
DEF8,0.042553627351342146
DEFA1B,-0.057964103249116924
DEFA4,-0.04367527831094582
DEFA5,-0.0029778536357399185
DEFA6,-0.003946652748353921
DEFB103A,-0.05615228461323784
DEFB119,0.021030311458032656
DEFB122,-0.0260467276557584
DEFB123,-0.03071057301563166
DEFB124,0.039740188220267224
DEFB125,0.00042766611882705247
DEFB126,0.006460984151603722
DEFB127,-0.005059336857065891
DEFB129,-0.012052640549218238
DEFB131,0.008810203527282724
DEFB132,0.0011669929371436176
DEFB136,0.013752483267004066
DEFB1,-0.01373169973328126
DEFB4A,-0.006112262587434991
DEGS1,0.010592203006367333
DEGS2,0.09542181984177109
DEK,-0.05902775036705316
EXO5,0.11052882730016993
DENND1A,-0.07960074824203202
DENND1B,-0.12000632762238911
DENND1C,0.06774431834242209
DENND2A,0.006780508033464125
DENND2C,-0.05453875706450873
DENND2D,0.015508044379222225
DENND3,0.013533631211287773
DENND4A,-0.08462677526324147
DENND4B,0.0084109253112397
DENND4C,-0.06247580486037458
DENND5A,-0.0186045234336793
DENND5B,-0.07198127533115124
DENR,-0.0988896480740996
DEPDC1B,-0.04235793166711159
DEPDC1,-0.05062680006475355
DEPDC4,-0.031453026481799526
DEPDC5,-0.03516138468883869
DEPTOR,-0.06394449220892016
DEPDC7,-0.07083864053217959
DERA,-0.05341201056980916
DERL1,-0.05467039177099164
DERL2,0.0640674975850526
DERL3,0.009323313487114116
DES,0.04079511675269749
DET1,0.024729396258634156
DEXI,0.13656856193726577
DFFA,0.01995302746035715
DFFB,-0.06751142704144482
DFNA5,-0.04638073228673767
DFNB31,0.1326065785367342
DFNB59,0.009035452300812928
DGAT1,0.04998754310985763
DGAT2L6,-0.03399425969354951
DGAT2,-0.045695971906615576
DGCR14,0.10827641853186992
DGCR2,-0.04526034190042338
DGCR5,-0.06537969193168729
DGCR6L,0.08817167124133043
DGCR6,0.06951712485105546
DGCR8,0.024802007283507496
DGKA,-0.022615107616816905
DGKB,-0.0007719130093345014
DGKD,-0.04597034798623121
DGKE,-0.05461461874617131
DGKG,-0.01795531003531644
DGKH,-0.07666892878378702
DGKI,-0.07670252665232094
DGKK,0.011476982445019624
DGKQ,0.010505268001336136
DGKZ,-0.00045593164499590615
DGUOK,0.08159063056032956
DHCR24,0.10853230091081703
DHCR7,-0.027042937574300905
DHDDS,0.16527616054013167
DHDH,0.06961883245734968
HOGA1,-0.011901142619718589
DHFRL1,-0.020994659865563637
DHFR,-0.05623283621540092
DHH,-0.0030511666308885867
DHODH,0.16644904110955405
DHPS,0.051005891976101385
DHRS11,0.06893317440684664
DHRS12,0.09095051352354869
DHRS13,0.10742694057838229
DHRS1,0.09414071522363342
DHRS2,0.0747272043049953
DHRS3,0.04471629786599764
DHRS4L1,0.09541755229249176
DHRS4L2,0.07795197685897269
DHRS4,0.05625357225706293
DHRS7B,0.11716893185539211
DHRS7C,-0.041685763679149876
DHRS7,-0.04257440447137234
DHRS9,-0.018416127117406818
DHTKD1,0.002982369311332798
DHX15,-0.010289434183728003
DHX16,0.030045003736759675
DHX29,0.019673642653175
DHX30,0.03908267745076529
DHX32,-0.017895327136694877
DHX33,-0.07537662102630546
DHX34,-0.02484409875602844
DHX35,0.04694597395717752
DHX36,-0.09190471660142155
DHX37,-0.07454975512756219
DHX38,0.05222432817538554
DHX40,0.01718995353803848
DHX57,0.03914251326268952
DHX58,0.04228268399962619
DHX8,-0.05238290964038874
DHX9,-0.07913509989807853
DIABLO,-0.01569077877943082
DIAPH1,-0.03268217054198942
DIAPH2,-0.005564626560640552
DIAPH3,-0.062452381798104264
DICER1,-0.0798889757727729
DIDO1,0.017059939383734048
DIMT1,0.004191063889538459
DIO1,0.03699846498454093
DIO2,-0.032876847570191686
DIO3OS,-0.013547226429219579
DIO3,-0.0010567977965775218
DIP2A,0.0031761102773795393
DIP2B,-0.06448167630175755
DIP2C,-0.04343110724081839
DIRAS1,0.009782055428535084
DIRAS2,-0.02038149758554895
DIRAS3,-0.024470051420450244
DIRC2,-0.040483024069894014
DIRC3,-0.03377485748843299
DIS3L2,0.10239579216146931
DIS3L,0.03774486278581065
DIS3,-0.012638816433924959
DISC1,-0.005932361675839571
DISP1,-0.009234601658559636
DIXDC1,0.04473774599563984
DKC1,-0.04101830834385407
NCR3LG1,-0.0239610073817079
AP5B1,-0.04238658568747343
DKK1,-0.09069365758431935
DKK2,0.01403368046935463
DKK3,0.016935974740325828
DKK4,-0.005616222081869135
DKKL1,0.003530859275658238
DLAT,-0.0014634761625555493
DLC1,0.04445890573606171
DLD,-0.02891557425822146
DLEC1,0.1074343242844952
DLEU1,0.017533208276908255
DLEU2L,-0.009239369740845226
DLEU2,0.04136301151493094
DLEU7,-0.034587859549589005
DLG1,-0.0049334638486781225
DLG2,-0.0723296365109637
DLG3,0.060105396927643585
DLG4,0.007867050286283416
DLG5,-0.04359574491787829
DLGAP1,-0.04176644922606168
DLGAP2,0.011519242065451258
DLGAP3,0.04816147338854455
DLGAP4,0.050852015104888154
DLGAP5,-0.07933858340692966
DLK1,-0.04499260681870519
DLK2,-0.04057388381500316
DLL1,-0.04833762425189014
DLL3,-0.03697885333227613
DLL4,-0.032117064226375114
DLST,0.009284744633118524
DLX1,-0.06169457937536455
DLX2,-0.04134045972068165
DLX3,0.008383017048835664
DLX4,0.042583652519580475
DLX5,0.017236764950898698
DMAP1,0.19168566474345625
DMBT1,0.0702660986153731
DMBX1,0.013686517596829631
DMC1,-0.009369798336294399
DMD,0.07560509287368967
DMGDH,0.023572317150154985
DMKN,0.007475377360877088
DMP1,-0.026986829154837293
DMPK,-0.05683697159208713
DMRT1,0.026344534904317443
DMRT2,-0.02091873646778162
DMRT3,-0.00993240477525812
DMRTA1,0.11883598808782657
DMRTA2,0.10219137400585858
DMRTB1,0.02497933163468416
DMRTC1B,-0.006277483018232108
DMRTC1,0.014368492010910281
DMRTC2,0.02489062043664694
DMTF1,-0.031603611924251394
DMWD,-0.04474395340240549
DMXL1,0.0036962156663577963
DMXL2,-0.031012254212421635
DNA2,-0.025759279102875187
DNAH10,0.061024947688797126
DNAH11,0.037050697894840064
DNAH14,-0.025586713785240814
DNAH17,-0.0048698922367072794
DNAH1,0.06179075030046318
DNAH5,0.035751685231768394
DNAH6,0.1013967636208248
DNAH7,0.0964271015637614
DNAH8,-0.045578418377554206
DNAH9,0.09142429372704827
DNAI1,0.09071437577766321
DNAI2,0.08087462380139648
DNAJA1,-0.09049925335688279
DNAJA2,0.07857215477390263
DNAJA3,0.05007077821764131
DNAJA4,0.024303584497816527
DNAJB11,-0.0024401385361287006
DNAJB12,0.024929063702812598
DNAJB13,0.007418579008367101
DNAJB14,-0.07589857093362423
DNAJB1,-0.05263593193393698
DNAJB2,0.1337567200417139
DNAJB3,0.0074641866810123015
DNAJB4,-0.02690365875968134
DNAJB5,0.024703829592397347
DNAJB6,-0.02415983373537036
DNAJB7,-0.020775571449438625
DNAJB8,-0.04847643182865195
DNAJB9,0.039269875843460464
DNAJC10,-0.03234400916639953
DNAJC11,0.03129844657646499
DNAJC12,0.01657945680541693
DNAJC13,-0.023463051581168803
DNAJC14,-0.02890398708546764
DNAJC15,0.04279995296273035
DNAJC16,0.021182060822504213
DNAJC17,0.12838905063673572
DNAJC18,-0.03336404409064809
DNAJC19,0.08292807308682046
DNAJC1,-0.02929343556082592
DNAJC21,0.04680190668176673
DNAJC22,-0.0928045348671782
DNAJC24,-0.009793188794000245
DNAJC25,-0.06652736847236002
DNAJC27,0.034825535528174856
DNAJC28,0.1522609767804722
DNAJC2,0.008008400709434019
DNAJC30,0.09719104214154348
DNAJC3,-0.008480904348196905
DNAJC4,0.10815117254976231
DNAJC5B,-0.00790636058131183
DNAJC5G,0.09502330706058287
DNAJC5,0.05049755926250738
DNAJC6,-0.035260691036093354
DNAJC7,0.05047031944113248
DNAJC8,0.08901960930838579
DNAJC9,-0.03650665411437016
DNAL1,0.039825588986433506
DNAL4,0.008876933019611889
DNALI1,0.1932549575732697
DNASE1L1,-0.04062750078046799
DNASE1L2,0.027307750672897826
DNASE1L3,0.0624227664925254
DNASE1,-0.024620450800437312
DNASE2B,0.029171278826359545
DNASE2,0.1173949938680678
DND1,-0.002574100427947181
DNER,-0.01727786615618027
DNHD1,0.008199842042459136
DNLZ,0.06923961515490273
DNM1L,-0.05593762190980881
DNM1P35,0.018098566213923566
DNM1,0.03849191220798605
DNM2,0.014984537285611428
DNM3,-0.021694603418493285
DNMBP,-0.08165075330502525
DNMT1,0.004040168063304386
DNMT3A,-0.01661876195837232
DNMT3B,0.09749684559625092
DNMT3L,-0.031416262479398376
DNPEP,0.025704019565894843
DNTTIP1,0.008158645487146957
DNTTIP2,0.015693215927489946
DNTT,-0.0656223449969481
DOC2A,0.015380412570866763
DOC2B,-0.06753042259435084
DOCK10,-0.06028877739479604
DOCK11,-0.04448549403530101
DOCK1,0.0032381669368037958
DOCK2,-0.017370109186913535
DOCK3,0.08079505940076194
DOCK4,0.026779933509123683
DOCK5,-0.08165446588244493
DOCK6,0.028553506450073495
DOCK7,-0.09680682077236756
DOCK8,-0.033544652206845965
DOCK9,-0.03666217451806651
DOHH,0.035488677804406295
DOK1,0.07621686442184225
DOK2,0.008145866628014043
DOK3,0.01896041929353254
DOK4,-0.029058516899493233
DOK5,0.11872215965560176
DOK6,-0.018718328819062286
DOK7,-0.07807220618766225
DOLK,0.02402655889491602
DOLPP1,-0.00788245094285541
DXO,0.11778948311822328
DONSON,0.002454102178426515
DOPEY1,0.023576580464420745
DOPEY2,0.02076451602815361
DOT1L,-0.052130479442312486
DPAGT1,0.008418653567141053
DPCR1,-0.01843179094827593
DPEP1,0.021963046808602286
DPEP2,0.012841995962837683
DPEP3,-0.02723671126607888
DPF1,-0.014543884520568873
DPF2,0.02436724223824786
DPF3,-0.04323698928492729
DPH1,0.03305280205982266
DPH2,0.04687891715775548
DPH3,0.019307322799737296
DPH5,0.009160432936641373
DPM1,0.008909207891222458
DPM2,0.044879704753083935
DPM3,0.07660573151619943
DPP10,-0.02078791643106571
DPP3,-0.011416674923920265
DPP4,-0.048722222646656516
DPP6,0.05378686308343029
DPP7,0.1293063105777273
DPP8,-0.1054392155584067
DPP9,-0.059777193626388475
DPPA3,0.05231352682857691
DPPA4,-0.03783944606317159
DPPA5,0.039211741659708255
DPRX,0.00821556759118518
DPT,-0.034346438442058695
DPY19L1,-0.053956618598492996
DPY19L2P1,0.04549069119862567
DPY19L2P2,0.14149197858157578
DPY19L2,-0.010155345244354618
DPY19L3,-0.0824252558338595
DPY19L4,-0.07589390550613531
DPY30,0.11031168828526786
DPYD,-0.03339256755208403
DPYSL2,0.0509653905868195
DPYSL3,0.01477386077475046
DPYSL4,0.04314342698536247
DPYSL5,0.009763086635622998
DPYS,-0.03502782842557733
DQX1,0.027781437095046553
DR1,-0.023423421845479617
DRAM1,0.04492727652529503
DRAM2,-0.0025173549816948646
DRAP1,0.11048134046509327
DRD1,0.00022491448340237796
DRD2,0.033630134634837536
DRD3,-0.014372138598254217
DRD4,-0.015451889220768485
DRD5,0.03246468438325936
DRG1,0.0019931618870560578
DRG2,0.04614490817004215
DRGX,-0.004190591376315721
DRP2,-0.062489013997564215
DSC1,-0.049942609507551416
DSC2,-0.09263761595220871
DSC3,-0.02170192242754824
DSCAML1,-0.05565475984818172
DSCAM,-0.028043974843856335
DSCC1,-0.03409856581810016
DSCR10,0.08254217599780897
DSCR3,-0.011951548418179447
DSCR4,-0.014238879820870996
RIPPLY3,0.08990624045863099
DSCR8,0.0005518925950413899
DSCR9,-0.009517364024109336
DSEL,-0.09278053584168992
DSE,-0.05740312338078061
DSG1,-0.01961798923354596
DSG2,-0.12273409887009737
DSG3,-0.01406059296978234
DSG4,-0.011180983776611652
DSN1,0.08680933589333208
DSPP,0.018962484733111656
DSP,-0.08669346229648384
DSTN,0.029757586539862275
DSTYK,-0.032550393224489084
DST,-0.0468190047634149
DTD1,0.046380452931347425
DTHD1,0.08151306072141265
DTL,-0.06576967306337045
DTNA,-0.05148661177808644
DTNBP1,0.05468626088543864
DTNB,0.19403256830201818
DTWD1,-0.0023095798592094787
DTWD2,0.016760380842955364
DTX1,-0.0430106794749321
DTX2,0.015697265745710846
DTX3L,-0.060961817750509406
DTX3,0.17824497917557722
DTX4,-0.058962840391160724
DTYMK,0.0031219389069908087
CTDNEP1,0.014788102233966666
DUOX1,0.0919897557459855
DUOX2,-0.04645887528135572
DUOXA1,0.11896838495671563
DUOXA2,-0.041145551480282844
DUPD1,0.038197772197283694
DUS1L,0.05966218138021665
DUS2,0.15941456434616844
DUS3L,0.06359969984187934
DUS4L,0.004971133153290393
DUSP10,-0.02830251980228637
DUSP11,0.0004129511714407807
DUSP12,-0.049870816744090204
DUSP13,0.0016909295445164362
DUSP14,0.034274014828453554
DUSP15,-0.013469080863101977
DUSP16,-0.040957604104383365
DUSP18,-0.025822346004985553
DUSP19,0.039557580021789475
DUSP1,0.01119385818134156
DUSP21,0.0335629278653117
DUSP22,0.017091274922304694
DUSP23,0.1408765627499935
DUSP26,0.031383256252496265
DUSP27,-0.04609208358890607
DUSP28,0.11166173846066627
DUSP2,0.05752075240356349
DUSP3,0.046215758642434844
DUSP4,-0.0369510493494584
DUSP5,-0.09983559282072896
DUSP6,-0.05196298326671251
DUSP7,-0.04115123622897458
DUSP8,-0.013117731820860897
DUSP9,-0.061376501839536676
DUT,-0.05712978455699632
DUXA,0.015810716542379498
DVL1,0.023636454589828153
DVL2,0.011944290724923465
DVL3,-0.019153262943039595
COL6A4P1,0.04515769480021183
DYDC1,0.10810727268822502
DYM,0.02186015370733821
DYNC1H1,-0.0680991947188951
DYNC1I1,0.05429362040338369
DYNC1I2,-0.07504094680408971
DYNC1LI1,0.014827014076931447
DYNC1LI2,0.029416808828044705
DYNC2H1,0.04983209464771386
DYNC2LI1,0.11461348256064992
DYNLL1,-0.02776986143271058
DYNLL2,0.051737816537230315
DYNLRB1,0.09092142746761443
DYNLRB2,0.08818519450146786
DYNLT1,0.040784083857490085
DYNLT3,-0.017467797202802362
DYRK1A,0.032164532981318675
DYRK1B,0.0315663891237147
DYRK2,-0.03437583685776929
DYRK3,0.018649511389443124
DYRK4,0.1284476024342878
PPP1R27,0.005045475186771206
DYSF,-0.04260285447000642
DYTN,-0.032529308261631994
DYX1C1,0.09898013816387373
DZIP1L,0.0446903221542752
DZIP1,0.002988786212945329
DZIP3,0.02836975691773088
E2F1,0.11636414111051603
E2F2,0.030626785405772596
E2F3,0.00393170301717984
E2F4,0.07783199781334318
E2F5,0.03397856329982965
E2F6,0.09378163238793608
E2F7,-0.09029162108954406
E2F8,0.005350416237193104
E4F1,0.09667482462095732
EAF1,-0.09175171112035892
EAF2,0.029067931609442828
EAPP,0.010298740966146013
EARS2,0.05218780361523397
EBAG9,0.0218768152406035
